nm_logradouro,nu_logradouro,cd_cep,nm_bairro,nm_municipio,sg_uf,vl_latitude,vl_longitude,pk_localizacao
RUA RENATO BRAGA,246,12050500,ESTIVA,TAUBATE,SP,"-23,0165938","-45,5711166",11573
RUA COUTO MAGALHAES,529,78600000,SETOR SUL II,BARRA DO GARCAS,MT,"-15,8939066","-52,2622091",11574
AVENIDA FIRMINO DIAS,SN,29580970,CENTRO,DORES DO RIO PRETO,ES,"-20,7051388","-41,853647",11575
RUA EDUARDO LUIS VIEIRA,564,38510970,CENTRO,IRAI DE MINAS,MG,"-18,9895958","-47,4758624",11578
RUA DUQUE DE CAXIAS,1313,65530000,CENTRO,URBANO SANTOS,MA,"-3,2083489","-43,4044898",11580
RUA SAVINO BARREIRA,1160,63475970,CENTRO,JAGUARIBE,CE,"-5,8922635","-38,6227973",11582
RUA DO CAMPO ACAMP DFL,5,70803130,VILA PLANALTO,BRASILIA,DF,"-15,7917062","-47,8519695",11584
TRAVESSA TIMBO,936,66083048,PEDREIRA,BELEM,PA,"-1,4298374","-48,4749248",11585
AVENIDA MARCOS FREIRE,1036,68145000,CACOAL,MEDICILANDIA,PA,"-3,4486493","-52,8891714",11587
RUA WASHINGTON LUIZ,862,90010460,CENTRO,PORTO ALEGRE,RS,"-30,0365759","-51,2316365",11588
RUA JOSE STERQUE FILHO,2,19700000,CONJUNTO ALDO PAES LEME,PARAGUACU PAULISTA,SP,"-22,4339757","-50,5749938",11590
SITIO NOSSA SENHORA APARECIDA II,SN,18500000,MORRO VERMELHO,LARANJAL PAULISTA,SP,"-23,0510503","-47,838004",11592
AVENIDA BRASIL,,76420000,JARDIM ATLANTICO III ETAPA,NIQUELANDIA,GO,"-14,4681236","-48,4560109",11593
RUA QUINZE DE NOVEMBRO,417,09340450,JARDIM BOM RECANTO,MAUA,SP,"-23,6687109","-46,429924",11594
RUA FRANCISCO ALMEIDA,100,62450000,CENTRO,MARTINOPOLE,CE,"-3,221935","-40,6913895",11595
SITIO JACARANDA,SN,12170000,DO GRAMADO,REDENCAO DA SERRA,SP,"-23,2616924","-45,5316885",11597
RUA LOPES DA GUIA,12,28907120,CENTRO,CABO FRIO,RJ,"-22,8793676","-42,0212294",11599
RUA PADRE PERDIGAO SAMPAIO,701,60352350,ANTONIO BEZERRA,FORTALEZA,CE,"-3,7432898","-38,5941088",11601
RUA 900,135,88330604,CENTRO,BALNEARIO CAMBORIU,SC,"-26,9887079","-48,6350956",11603
RUA PRESIDENTE CAMPOS SALLES,537,08770210,VILA INDUSTRIAL,MOGI DAS CRUZES,SP,"-23,5222642","-46,2015539",11605
RUA GETULIO ETRUSCO,108,35447000,CENTRO,BARRA LONGA,MG,"-20,2825138","-43,0412281",11606
RUA 291,137,88220000,MEIA PRAIA,ITAPEMA,SC,"-26,4951884","-49,0949178",11608
AVENIDA GENERAL GLICERIO,762,14870520,CENTRO,JABOTICABAL,SP,"-21,2577828","-48,3247134",11610
RUA ISAURA FREIRE,15B,04305020,VILA MONTE ALEGRE,SAO PAULO,SP,"-23,6286516","-46,6387162",11612
RUA NICOLAU ANTUNES NETO,261,18285000,VILA DO CRUZEIRO,CESARIO LANGE,SP,"-23,2198655","-47,960188",11613
RUA DOUTOR BOLIVAR DE FREITAS,44,34400971,CENTRO,RAPOSOS,MG,"-19,9660003","-43,8051039",11615
RUA CELSO DOS SANTOS,226,98015030,SAO JOSE,CRUZ ALTA,RS,"-28,6438725","-53,623087",11616
RUA SATURNINO ROLON,74,85862397,NOVO MUNDO,FOZ DO IGUACU,PR,"-25,4874207","-54,5089939",11618
RUA MONTE LIBANO,554,36047210,BANDEIRANTES,JUIZ DE FORA,MG,"-21,7183186","-43,355195",11619
AVENIDA CASTELO BRANCO,2810,65306320,CANECAO,SANTA INES,MA,"-3,6672489","-45,3743042",11620
SITIO SAO PEDRO,SN,15750000,CENTRO,SANTA ALBERTINA,SP,"-20,0331693","-50,728083",11621
RUA SALVADOR,138A,39873000,CENTRO,MACHACALIS,MG,"-17,0796625","-40,7168247",11622
RUA CHICO MENDES VLE AMANHECER,15,69067640,PETROPOLIS,MANAUS,AM,"-3,1190275","-60,0217314",11623
RUA PAULINO GUERRA,57,91220040,JARDIM ITU SABARA,PORTO ALEGRE,RS,"-30,0218648","-51,1402128",11624
RUA LIMOEIRO,,75920000,RODRIGUES,SANTA HELENA DE GOIAS,GO,"-17,8157575","-50,6145562",11625
RUA ALBINO LEYZER,1316,87140000,JARDIM PIONEIROS,PAICANDU,PR,"-23,4554273","-52,0294651",11626
RUA MONTE CARMELO,1134,38400470,THOMAS REZENDE,UBERLANDIA,MG,"-18,90745","-48,2879224",11627
AVENIDA CORONEL ANTONIO RODRIGUES VIANA,SN,47120000,CENTRO,BURITIRAMA,BA,"-10,7172177","-43,6312012",11628
RUA 31 DE JULHO,11A,62320000,CRUZEIRO,TIANGUA,CE,"-3,7287858","-40,9994522",11629
RUA UBERLANDIA,500,12220690,JARDIM ISMENIA,SAO JOSE DOS CAMPOS,SP,"-23,1756364","-45,8475009",11631
RUA PEDRO LINS BARRETO,5,48435000,SEDE,ADUSTINA,BA,"-10,5441219","-38,1116106",11632
RUA SIQUEIRA MENDES,1589,68440970,CENTRO,ABAETETUBA,PA,"-1,7229944","-48,8897189",11634
VILA DOM QUINTINO,194,60310590,JACARECANGA,FORTALEZA,CE,"-3,7318616","-38,5266704",11635
RUA JOINVILLE,1037,89035200,VILA NOVA,BLUMENAU,SC,"-26,9021038","-49,0885837",11636
RUA TRAMANDAI,155,94970750,JARDIM BETANIA,CACHOEIRINHA,RS,"-29,8838684","-51,0864883",11638
AVENIDA EDSON BRANDAO,659,65045380,ANIL,SAO LUIS,MA,"-2,5528517","-44,245883",11640
ESTRADA MUNICIPAL IVA,342,13295000,BAIRRO DA CHAVE,ITUPEVA,SP,"-23,1521587","-47,0576758",11642
AVENIDA DOS BANCARIOS,241,95548000,QUINTAO,PALMARES DO SUL,RS,"-30,3397109","-50,2702121",11644
RUA ALMIRANTE BARROSO,,74360470,JARDIM VILA BOA,GOIANIA,GO,"-16,7310331","-49,3183616",11645
RUA FRANCISCO BRAGA DE ANDRADE,100,37550000,NOSSA SENHORA DO GUADALUPE,POUSO ALEGRE,MG,"-22,2341204","-45,9332569",11646
RUA IPIRANGA,195,29390000,QUILOMBO,IUNA,ES,"-20,3501045","-41,5313747",11647
RUA SANTA CRUZ,271,08665470,CIDADE EDSON,SUZANO,SP,"-23,5651866","-46,313285",11648
RUA CORONEL MANOEL RAFAEL GARAGE,,58500000,DO BRAZ,MONTEIRO,PB,"-7,8887727","-37,1171012",11650
RUA SERGIPE,600,01243000,CONSOLACAO,SAO PAULO,SP,"-23,5472192","-46,6591918",11651
RUA CRISTAL,95,35900221,MAJOR LAGE DE BAIXO,ITABIRA,MG,"-19,6340948","-43,2271512",11652
AVENIDA PRESIDENTE TANCREDO NEVES,263,08571000,ESTACAO,ITAQUAQUECETUBA,SP,"-23,4822724","-46,3508256",11654
RUA MARIA DO CARMO GOMES,190,06753240,JARDIM SANTA TEREZINHA,TABOAO DA SERRA,SP,"-23,6020995","-46,7569542",11655
RUA JOSE DE ALENCAR,207,90880481,MENINO DEUS,PORTO ALEGRE,RS,"-30,0596347","-51,2297506",11656
RUA BENEMERITO ANDRE LIEBEL,247,89300000,ESPIGAO DO BUGRE,MAFRA,SC,"-26,1117326","-49,8065079",11657
RUA JOAO FERREIRA DA GAMA,81,49980000,CENTRO,NEOPOLIS,SE,"-10,3177104","-36,5771719",11659
AVENIDA RIO DA CASCA CONDOMINIO VILLAGE II,410,78195000,MIRANTINHO,CHAPADA DOS GUIMARAES,MT,"-15,4647751","-55,7503491",11661
AVENIDA LIBERDADE,2199,58306000,SESI,BAYEUX,PB,"-7,1222464","-34,9136033",11662
RUA 301,95,74063380,SETOR NORTE FERROVIARIO,GOIANIA,GO,"-16,6581338","-49,2563761",11663
RUA CONEGO EDUARDO ARARIPE,1900,62870000,CENTRO,PACAJUS,CE,"-4,1731843","-38,4638222",11664
RUA PECANHA,121,33858250,SEVILHA 2A SECAO,RIBEIRAO DAS NEVES,MG,"-19,7553276","-44,0887944",11666
PRACA CONEGO FIRMIANO,40,35865000,CENTRO,DOM JOAQUIM,MG,"-18,9669567","-43,2551604",11667
RUA BRUNO BAUER,66,05314020,VILA LEOPOLDINA,SAO PAULO,SP,"-23,5309914","-46,7391862",11669
RUA SANTA ANA,508,79116590,VILA SANTA LUZIA,CAMPO GRANDE,MS,"-20,4125656","-54,6467888",11670
RUA DUQUE DE CAXIAS,489,96200020,CENTRO,RIO GRANDE,RS,"-32,0378681","-52,0977356",11671
RUA DIRCEU ARCOVERDE,SN,64873000,ZONA RURAL,SEBASTIAO LEAL,PI,"-7,5664555","-44,0643642",11673
RUA BENJAMIM BERTOTTI,SN,89196000,CENTRO,SALETE,SC,"-26,979497","-50,0115065",11674
SITIO TAMANDUA,SN,58500000,ZONA RURAL,MONTEIRO,PB,"-7,8887727","-37,1171012",11675
AVENIDA DO FORTE,1850,91360001,VILA IPIRANGA,PORTO ALEGRE,RS,"-30,0270306","-51,1507697",11676
RUA ADO MANOEL DA SILVA,SN,88113260,AREIAS,SAO JOSE,SC,"-27,556734","-48,6232854",11677
RUA SOARES DA COSTA,280,39804282,CONCORDIA,TEOFILO OTONI,MG,"-17,8560197","-41,5150407",11679
RUA JOAO LEME,265,13490000,JARDIM PROGRESSO,CORDEIROPOLIS,SP,"-22,4818598","-47,4593897",11680
RUA CASSIANO CASTELO,112,29700060,CENTRO,COLATINA,ES,"-19,5352154","-40,6301569",11681
RUA SILVIO JOSE DOS SANTOS,147,59141220,NOVA PARNAMIRIM,PARNAMIRIM,RN,"-5,9115545","-35,2713164",11683
RUA FRANCISCO ALVES,45,54705200,CAPIBARIBE,SAO LOURENCO DA MATA,PE,"-8,0062547","-35,0187927",11685
SITIO BAIXA DO MEL,SN,64688000,ZONA RURAL,VILA NOVA DO PIAUI,PI,"-7,1331222","-40,9348807",11687
RUA SAMOA OCIDENTAL,7,08081645,JARDIM SAO MARTINHO,SAO PAULO,SP,"-23,4830476","-46,4149661",11688
RUA PARICATUBA,313,69250000,VISTA ALEGRE,CAREIRO,AM,"-3,8121211","-60,3455265",11690
RUA JANETE CLAIR,242,39401708,VILA REGINA,MONTES CLAROS,MG,"-16,7060253","-43,856324",11691
RUA GONCALO COELHO,127,31170040,CIDADE NOVA,BELO HORIZONTE,MG,"-19,8904671","-43,9263528",11693
RUA CURUCA,580,66050080,TELEGRAFO,BELEM,PA,"-1,4340095","-48,4843859",11694
RUA FRANCISCO INACIO PEIXOTO,68,31155560,MARIA VIRGINIA,BELO HORIZONTE,MG,"-19,8683761","-43,932859",11695
RUA SANTA TEREZINHA,6,35384000,CENTRO,SANTA CRUZ DO ESCALVADO,MG,"-20,2356261","-42,814559",11697
RUA GENERAL CANAVARRO,388,09070440,CAMPESTRE,SANTO ANDRE,SP,"-23,6368443","-46,5449536",11699
RUA JOSE NONATO RIBEIRO,291,38400066,ERLAN,UBERLANDIA,MG,"-18,9170372","-48,2677563",11701
ACESSO LINHA JOAO PESSOA BR,467,85960000,LINHA JAO PESSOA,MARECHAL CANDIDO RONDON,PR,"-24,5394276","-54,0566135",11703
RUA GREGORIO MAGNANI,309,14750000,VILA CARONI,PITANGUEIRAS,SP,"-21,0023176","-48,2143567",11706
RODOVIA IRACEMAPOLIS A STA BARBARA D OESTE,,13495000,BAIRRO DA CACHOEIRA,IRACEMAPOLIS,SP,"-22,618197","-47,5098682",11707
RUA JOSE GOMES,1090,19570000,VILA NOVA,REGENTE FEIJO,SP,"-22,2269416","-51,314453",11709
RODOVIA BR 101,,54503410,DISTRITO INDUSTRIAL DIPER,CABO DE SANTO AGOSTINHO,PE,"-8,2750014","-35,0537133",11711
RODOVIA AR,1,78325000,SETOR INDUSTRIAL,ARIPUANA,MT,"-9,179311","-60,63063",11712
RUA DIAMANTINA,309,39670000,CENTRO,ITAMARANDIBA,MG,"-17,8604043","-42,8622172",11713
SITIO DOIS IRMAOS,SN,16310000,MATAO,ALTO ALEGRE,SP,"-21,5815762","-50,1684488",11715
RUA 9 DE JULHO,1991,14415000,CENTRO,PATROCINIO PAULISTA,SP,"-20,6357796","-47,2818645",11716
AVENIDA PENHA DE FRANCA,789,03606010,PENHA DE FRANCA,SAO PAULO,SP,"-23,5198292","-46,5465515",11718
RUA VILA RICA,697,30720380,PADRE EUSTAQUIO,BELO HORIZONTE,MG,"-19,916859","-43,9817452",11719
AVENIDA FERNANDO CORREA DA COSTA,1902,78010400,COXIPO,CUIABA,MT,"-15,6128868","-56,0752329",11721
RUA LAURA DA COSTA MANGUEIRA CN,,58994000,CENTRO,DIAMANTE,PB,"-7,4265034","-38,264777",11723
AVENIDA SAPOPEMBA,10094,03988000,JARDIM PLANALTO,SAO PAULO,SP,"-23,6080029","-46,5068553",11724
AVENIDA RAIMUNDO B DE MORAIS,340,63530000,VILA DE SAO SEBASTIA,CARIUS,CE,"-6,5423798","-39,4897125",11725
RUA BARAO DE LORETO,654,40150270,GRACA,SALVADOR,BA,"-12,9979544","-38,5194163",11727
CONJUNTO JARDIM SEVILHA,201,66635210,PARQUE VERDE,BELEM,PA,"-1,3518914","-48,4495696",11729
RUA CORONEL SEBASTIAO DE LIMA,528,79002822,VILA CASTELO,CAMPO GRANDE,MS,"-20,4721623","-54,6075881",11730
AVENIDA GARIBALDI,1114,85869488,JARDIM LANCASTER,FOZ DO IGUACU,PR,"-25,5007512","-54,5567158",11731
RUA SOCRATES SILVEIRA MELLO,16,82650200,BOA VISTA,CURITIBA,PR,"-25,3792822","-49,2474309",11733
ESTRADA RIBEIRAO FUNDO DE BAIXO,,11800000,RIBEIRAO FUNDO,JUQUIA,SP,"-24,319196","-47,6350613",11734
RUA JOAQUIM TEIXEIRA ALVES,2498,79841030,CENTRO,DOURADOS,MS,"-22,2283376","-54,8031056",11735
RUA DOUTOR AUGUSTO DE MIRANDA,280,05026000,VILA POMPEIA,SAO PAULO,SP,"-23,526314","-46,6864136",11737
AVENIDA IMPERATRIZ LEOPOLDINA,1248,05305002,VILA LEOPOLDINA,SAO PAULO,SP,"-23,5324501","-46,7299868",11738
RUA DA IMPERATRIZ TEREZA CRISTINA,185,50060120,BOA VISTA,RECIFE,PE,"-8,0630548","-34,88416",11739
AVENIDA CLEMENTINO,28,19645000,CENTRO,NANTES,SP,"-22,6169792","-51,2395358",11741
AVENIDA FERNANDO FERRARI,1050,90200040,ANCHIETA,PORTO ALEGRE,RS,"-29,9749758","-51,1674863",11742
RUA ANITA GARIBALDI,600,90450000,MONT SERRAT,PORTO ALEGRE,RS,"-30,0266368","-51,1898438",11743
RUA ARAMBARE,21,91710490,CASCATA,PORTO ALEGRE,RS,"-30,0827924","-51,1943172",11744
AVENIDA RIO BRANCO,589,45203011,CENTRO,JEQUIE,BA,"-13,8566911","-40,0807897",11745
RUA LUIZ DE FRANCA PEREIRA,SN,58090580,ALTO DO MATEUS,JOAO PESSOA,PB,"-7,1386363","-34,9144021",11747
RUA MATO GROSSO,,26170340,PAULINE,BELFORD ROXO,RJ,"-22,7329897","-43,3618566",11749
RUA DON JOAO VI,13,13271090,JARDIM PLANALTO,VALINHOS,SP,"-22,9792981","-47,0016858",11750
LOTEAMENTO RUA TITU NUNES DE OLIVEIRA,102,95630000,HENNEMAN,PAROBE,RS,"-29,6247579","-50,8316868",11751
AVENIDA BOM JESUS,50,73830970,CENTRO,MONTE ALEGRE DE GOIAS,GO,"-13,2467464","-46,90277",11752
RUA SEM NOME,SN,72910000,JARDIM BRASILIA,AGUAS LINDAS DE GOIAS,GO,"-15,704782","-48,2773108",11754
AVENIDA CUPECE,3623,04365001,CIDADE ADEMAR,SAO PAULO,SP,"-23,6683761","-46,6504132",11755
AVENIDA GOVERNADOR MILTON CAMPOS,3963,39740970,CENTRO,GUANHAES,MG,"-18,7829665","-42,9450121",11757
RUA ROGERIO LUCIANO,420,30520510,CAMARGOS,BELO HORIZONTE,MG,"-19,937821","-44,0227998",11758
RUA 2,7,65700000,ANTIGO CAMPO DE POUSO,BACABAL,MA,"-4,2151704","-44,7919575",11759
RUA JOSE AVELAR,44,50810220,VARZEA,RECIFE,PE,"-8,0423885","-34,9564079",11760
RUA EMANOEL CEZARIO DA CRUZ,2020,78280000,PARQUE SHANGRI LA,MIRASSOL D OESTE,MT,"-15,6872782","-58,0861713",11761
RUA BUENOS AIRES,99,52020180,ESPINHEIRO,RECIFE,PE,"-8,0484068","-34,8938811",11763
RUA JOSE MARTINS,265,94425350,ESTALAGEM,VIAMAO,RS,"-30,0792947","-51,0141845",11764
RUA TUPI,540,01233000,SANTA CECILIA,SAO PAULO,SP,"-23,5362613","-46,6621958",11765
RUA APRIGIO NOGUEIRA,58,37750000,VILA HORTENCIA,MACHADO,MG,"-21,6838765","-45,9180804",11767
RUA FRANCISCO LOURENCO DE BARROS,74,36400000,SANTO ANTONIO,CONSELHEIRO LAFAIETE,MG,"-20,6639305","-43,7850227",11768
RUA CORONEL LUIZ TENORIO DE BRITO,752,06900000,JAGUARE,EMBU GUACU,SP,"-23,8292514","-46,8129783",11769
RUA EX COMBATENTE ASSIS LUIS,301,58076100,JOAO PAULO II,JOAO PESSOA,PB,"-7,1776864","-34,8766197",11770
AVENIDA AFONSO PENA,35,38400128,CENTRO,UBERLANDIA,MG,"-18,922581","-48,2809458",11771
AVENIDA SEBASTIAO AMORETI,2520,95600000,CENTRO,TAQUARA,RS,"-29,650216","-50,7756917",11773
RUA MARIANO CAMPOS,236,45700000,CENTRO,ITAPETINGA,BA,"-15,2474099","-40,2475044",11775
RUA JOAO MARONI,49,36970000,CENTRO,MANHUMIRIM,MG,"-20,3585925","-41,9589281",11777
RUA SILVA BUENO,447,04208050,IPIRANGA,SAO PAULO,SP,"-23,5821633","-46,6020856",11778
RUA CARLOS DE LAET,6436,81610050,BOQUEIRAO,CURITIBA,PR,"-25,5181827","-49,2253763",11779
RUA ADELI GUIRADELLI,SN,74355678,SETOR ORIENTEVILLE,GOIANIA,GO,"-16,6868912","-49,2647943",11781
RUA ANTONIO FRANCISCO DOS REIS,184,59600280,ALTO DA CONCEICAO,MOSSORO,RN,"-5,1841285","-37,3477805",11783
AVENIDA RIO POTY,1870,64049410,SAO CRISTOVAO,TERESINA,PI,"-5,0691165","-42,784265",11784
VIA EXPRESSA MUCIO DE SOUZA REZENDE,4185,75515490,SANTA RITA,ITUMBIARA,GO,"-18,409728","-49,2162971",11786
CHACARA BELA VISTA III,SN,13480970,RIBEIRAO DO PINHAL,LIMEIRA,SP,"-22,5775184","-47,4157552",11787
RUA BRASIL,1434,65907330,NOVA IMPERATRIZ,IMPERATRIZ,MA,"-5,516518","-47,4882758",11789
RUA DOUTOR CARLOS BARBUTO,85,36855970,CENTRO,EUGENOPOLIS,MG,"-21,0978104","-42,1853868",11790
RUA DRCARLOS PASSOS,1781A,59015310,MORRO BRANCO,NATAL,RN,"-5,8126004","-35,1992077",11791
RUA DOS FURLAN,426,14930000,JARDIM PRIMAVERA,BOA ESPERANCA DO SUL,SP,"-21,9936335","-48,3817516",11793
AVENIDA BRASIL,399,78645970,SETOR NORTE,VILA RICA,MT,"-10,0118095","-51,1136389",11795
CONJUNTO JOAO ORLANDO,11,64210100,RODOVIARIA,PARNAIBA,PI,"-2,9055447","-41,7733626",11797
RUA SIQUEIRA CAMPOS,345,45000455,CENTRO,VITORIA DA CONQUISTA,BA,"-14,8551508","-40,8362056",11799
LOCALIDADE BR 153,,76410000,ZONA RURAL,CAMPINORTE,GO,"-14,3158484","-49,1473918",11801
RUA ENGENHEIRO ARTHUR MOURA,206D,21041190,BONSUCESSO,RIO DE JANEIRO,RJ,"-22,8715011","-43,252696",11802
RUA PEDRO BORGES,30,60055110,CENTRO,FORTALEZA,CE,"-3,7283076","-38,527684",11804
RUA JOSE ALVES,21,14900000,JARDIM IRACEMA,ITAPOLIS,SP,"-21,5890762","-48,8202845",11806
RUA ANA RITA AMORIM,7,44700000,FELIX TOMAZ,JACOBINA,BA,"-11,1816506","-40,5120603",11807
RUA OTACILIO LIRA CABRAL,172,58200000,ROSARIO,GUARABIRA,PB,"-6,8575306","-35,496287",11808
AVENIDA CARLOS JEREISSATI,860,61900225,CONJ JEREISSATI,MARACANAU,CE,"-3,8776931","-38,6180254",11809
PRACA LEONEO MODESTO LOPES,13,44800000,UMBUZEIRO,MUNDO NOVO,BA,"-11,8545183","-40,4717578",11811
RUA JOAQUIM TEODCARVALHO,1294,38301115,PLATINA,ITUIUTABA,MG,"-18,9782078","-49,4791801",11812
AVENIDA JATUARANA,207,76806001,FLORESTA,PORTO VELHO,RO,"-8,7907143","-63,8814379",11813
RESIDENCIAL SE MACHADO,SN,63630000,SANTA CRUZ DO BANABUIU,PEDRA BRANCA,CE,"-5,4545752","-39,7177495",11815
QN 225 CONJUNTO 1,,72345350,SAMAMBAIA NORTE SAMAMBAIA,BRASILIA,DF,"-15,801519","-47,860297",11816
AVENIDA JOAO PINHEIRO,2030,38400712,OPERARIO,UBERLANDIA,MG,"-18,905601","-48,2698985",11817
RUA TITO,535,05051000,VILA ROMANA,SAO PAULO,SP,"-23,5282347","-46,6970347",11819
AVENIDA CELSO GARCIA,1863,03015000,TATUAPE,SAO PAULO,SP,"-23,5371546","-46,5943463",11820
RUA MOISES DE CORENA,502,08475170,CIDADE TIRADENTES,SAO PAULO,SP,"-23,5869798","-46,3996998",11822
RUA CESAR DIAS MOREIRA,160,08743410,JARDIM SANTA TERESA,MOGI DAS CRUZES,SP,"-23,5545429","-46,2143925",11823
RUA RF 001,SN,74684001,RESIDENCIAL FELICIDADE,GOIANIA,GO,"-16,6109071","-49,2226087",11824
CALCADAO TULIO FIUZA DE CARVALHO,71,88501000,CENTRO,LAGES,SC,"-27,8154996","-50,3284718",11825
RUA RIO GUANDU,599,87043130,JARDIM NOVO OASIS,MARINGA,PR,"-23,4047441","-51,8932295",11827
RUA VARNHAGEN,44,01022010,CENTRO,SAO PAULO,SP,"-23,544255","-46,633292",11828
RUA ANTONIO BOSO,26,18682779,DISTRITO DE ALFREDO GUEDES,LENCOIS PAULISTA,SP,"-22,6031745","-48,8041443",11830
AVENIDA EURICO LOBO,SN,62280000,CENTRO,SANTA QUITERIA,CE,"-4,3253636","-40,1526661",11832
AVENIDA PRESIDENTE VARGAS,710A,75908420,CENTRO,RIO VERDE,GO,"-17,7936714","-50,9286743",11834
RUA LAZARO GIORDANI,28,95701188,JARDIM GLORIA,BENTO GONCALVES,RS,"-29,1736185","-51,5307994",11836
AVENIDA BEIRA MAR,1304,95590000,CENTRO,TRAMANDAI,RS,"-29,9899785","-50,1259463",11837
ESTRADA MUNICIPAL JABOTICABAL A PITANGUEIRAS DEPOIS DO DISTRITO LUZITANIA,SN,14870000,RURAL,JABOTICABAL,SP,"-21,2525138","-48,3256762",11838
BR 20,SN,61656240,BOM PRINCIPIO,CAUCAIA,CE,"-3,767301","-38,6301501",11840
ESTRADA CRISTAIS PTA SENTIDO BORDA DA MATA,,14460000,RURAL,CRISTAIS PAULISTA,SP,"-20,4065592","-47,4225715",11841
RUA ERNESTO MOHR,217,95660000,AGUAS BRANCAS,TRES COROAS,RS,"-29,5188434","-50,7690873",11843
RUA MARATONA,177,99054190,SAO LUIZ GONZAGA,PASSO FUNDO,RS,"-28,2586063","-52,3780278",11844
AVENIDA MINISTRO PETRONIO PORTELA,1449,08210040,FREGUESIA DO O,SAO PAULO,SP,"-23,4870744","-46,697155",11845
SITIO SAO LUIZ,SN,13800970,SOBRADINHO,MOGI MIRIM,SP,"-22,432364","-46,9509597",11846
VILA TRINDADE,37,49075560,SIQUEIRA CAMPOS,ARACAJU,SE,"-10,9091511","-37,0744542",11847
PRACA DA PAZ,51,83860000,CENTRO,PIEN,PR,"-26,0969638","-49,4340443",11849
RUA CARLOS JENSEN,131,89030010,ITOUPAVA SECA,BLUMENAU,SC,"-26,9002936","-49,0778401",11850
RUA SAO PAULO,509,35500006,CENTRO,DIVINOPOLIS,MG,"-20,1434972","-44,8904678",11852
RUA RENERIO VIEIRA DA COSTA,323,15145970,CENTRO,MIRASSOLANDIA,SP,"-20,6183299","-49,4621863",11853
RUA 15 DE NOVEMBRO,395,79240000,VIL CORONEL CAMISAO,JARDIM,MS,"-21,482069","-56,1530024",11855
RUA ATAHIDE BARBOSA DO AMARAL,30,12072160,RESIDENCIAL SITIO SANTO ANTONIO,TAUBATE,SP,"-23,0062441","-45,5187103",11857
RUA BOTUVERA,185,89066360,ITOUPAVAZINHA,BLUMENAU,SC,"-26,8559617","-49,1057902",11858
QUADRA 206 SUL AVENIDA LO 5,,77020504,CENTRO,PALMAS,TO,"-10,1975457","-48,3219431",11859
RUA ALFREDO BUDANT,SN,83206370,PADRE JACKSON,PARANAGUA,PR,"-25,5334937","-48,5221392",11861
RUA TRES,58,60333380,BARRA DO CEARA,FORTALEZA,CE,"-3,8152733","-38,5831666",11862
RUA BRUNO CHAVES,103,35012440,CENTRO,GOVERNADOR VALADARES,MG,"-18,8562454","-41,9534152",11863
RUA ARANDU,205,04562030,BROOKLIN PAULISTA,SAO PAULO,SP,"-23,6097233","-46,6931966",11865
RUA FARIZA ZAGUIR,764,79645180,VILA NOVA,TRES LAGOAS,MS,"-20,7659447","-51,6973296",11867
RUA REPUBLICA,2657,92310530,HARMONIA,CANOAS,RS,"-29,9095675","-51,1998515",11869
AVENIDA NACOES UNIDAS,50,17033260,JARDIM CAROLINA,BAURU,SP,"-22,30965","-49,073238",11871
RUA MERCURIO,126,09990030,VILA MARTA,DIADEMA,SP,"-23,6951119","-46,6051169",11873
PRACA TIRADENTES,12,36520000,CENTRO,VISCONDE DO RIO BRANCO,MG,"-21,0098854","-42,8393607",11875
RUA ORDENACOES FILIPINAS,166,05623020,VILA MORSE,SAO PAULO,SP,"-23,6007574","-46,7272137",11877
RUA SAO PAULO,SN,76999000,CENTRO,PIMENTEIRAS DO OESTE,RO,"-13,4667842","-61,0411855",11879
RUA CEMBIRA,135,08030050,VILA CURUCA,SAO PAULO,SP,"-23,4975407","-46,4269129",11881
RUA DUQUE DE CAXIAS,471,68701190,DOM JOAO VI,CAPANEMA,PA,"-1,1932911","-47,1827657",11882
AVENIDA DAS NACOES UNIDAS,8501,05425070,PINHEIROS,SAO PAULO,SP,"-23,5725993","-46,6980444",11883
RUA LEONCIO R DA SILVA,224,46430000,SANTA CATARINA,GUANAMBI,BA,"-14,2193381","-42,7796907",11884
RUA TAMOATA,14,69088752,JORGE TEIXEIRA,MANAUS,AM,"-3,0395178","-59,9327837",11886
RUA ANDRE DE ALMEIDA,1867,03950000,SAO MATEUS,SAO PAULO,SP,"-23,5950038","-46,4774214",11888
AVENIDA C 182,405,74275020,NOVA SUICA,GOIANIA,GO,"-16,7132366","-49,2781948",11890
RUA COLOMBIA,53,49082125,NOVO PARAISO,ARACAJU,SE,"-10,9100222","-37,0796422",11892
AVENIDA ROTARY,493,09980600,SERRARIA,DIADEMA,SP,"-23,703467","-46,612089",11893
RUA CONEGO JOSE MARIA FERNANDES,275,03960040,CIDADE SAO MATEUS,SAO PAULO,SP,"-23,5965335","-46,480634",11895
AVENIDA IRMAOS PEREIRA,1970,87300010,CENTRO,CAMPO MOURAO,PR,"-24,0404002","-52,3708544",11896
RUA CONEGO OSCAR CAVALCANTE,337,58475000,CASTANHO,QUEIMADAS,PB,"-7,3614001","-35,8963073",11898
RUA SUICA,35,06502315,JARDIM SAO LUIS,SANTANA DE PARNAIBA,SP,"-23,4481518","-46,9275695",11899
RUA DOS CAICOS,1493,59031700,ALECRIM,NATAL,RN,"-5,8005794","-35,2183148",11900
